monthly_income,income_variability,income_regularity,income_sources,monthly_transaction_count,average_transaction_value,transaction_consistency,digital_payment_ratio,electricity_payment_consistency,mobile_payment_consistency,rent_payment_consistency,average_payment_delay,on_time_payment_ratio,monthly_savings,savings_ratio,upi_activity_months,digital_activity_months,transaction_history_months,age_group,gender,income_group,occupation_category,repayment_probability,repayment_outcome
19271.65,0.2689,0.8614,2,52,309.63,0.7584,0.6766,0.6377,0.6053,0.5972,14.01,0.6134,4399.05,0.2283,11,16,10,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.9597,1
67026.79,0.549,0.6181,4,66,698.35,0.7522,0.8226,0.5052,0.4915,0.5712,17.11,0.5226,17338.7,0.2587,44,46,39,50+,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8815,1
36699.21,0.2818,0.7386,4,59,279.27,0.6471,0.708,0.757,0.7702,0.7479,9.87,0.7584,9675.24,0.2636,37,40,36,50+,Female,Middle Income (30k-80k),Freelancer / Creator,0.9851,1
32747.09,0.2232,0.853,2,73,245.32,0.6188,0.7957,0.6089,0.5759,0.6172,15.43,0.6007,7050.71,0.2153,10,25,7,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.9378,1
18550.11,0.924,0.2452,1,40,150.0,0.309,0.636,0.4209,0.3929,0.4422,23.25,0.4187,1635.16,0.0881,48,54,47,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.1369,0
44770.6,0.5421,0.6494,3,62,293.66,0.8102,0.899,0.6633,0.6976,0.6204,15.26,0.6604,5624.49,0.1256,15,23,15,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8754,1
28514.79,0.2371,0.7845,1,73,562.5,0.3575,0.7633,0.7387,0.7686,0.65,13.25,0.7191,8238.73,0.2889,16,22,14,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.9377,1
30204.64,0.472,0.6731,1,50,298.81,0.3889,0.8702,0.4583,0.4485,0.5123,22.9,0.4731,5149.24,0.1705,9,12,9,35-49,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.4125,0
28086.28,0.1957,0.7382,2,47,379.72,0.4794,0.6342,0.7493,0.7598,0.7667,10.19,0.7586,6075.82,0.2163,33,35,28,50+,Non-Binary/Other,Low Income (<30k),Salaried Entry-level,0.9626,1
74769.28,0.1951,0.9447,2,63,440.08,0.3924,0.4482,0.6792,0.592,0.6303,13.45,0.6338,16469.12,0.2203,25,29,25,50+,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9315,1
12000.0,0.4564,0.6954,1,51,454.66,0.6998,0.5563,0.5231,0.4932,0.4619,19.23,0.4927,2176.63,0.1814,15,30,12,25-34,Non-Binary/Other,Low Income (<30k),Student / First-time Earner,0.7047,1
64549.16,0.2861,0.8134,1,72,301.42,0.5814,0.9659,0.694,0.633,0.6752,17.21,0.6674,15970.93,0.2474,31,35,28,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9118,1
61995.6,0.24,0.736,3,67,294.63,0.7687,0.8688,0.48,0.4849,0.4865,20.97,0.4838,18450.49,0.2976,20,31,18,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9138,1
28939.84,0.2487,0.8332,2,57,150.0,0.2763,0.6795,0.5636,0.5672,0.6097,20.38,0.5802,9921.11,0.3428,15,20,12,25-34,Female,Low Income (<30k),Salaried Entry-level,0.7799,1
30516.05,0.3987,0.807,1,49,361.27,0.6067,0.6929,0.6862,0.644,0.5957,15.46,0.642,9807.62,0.3214,38,55,35,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.9096,1
30172.53,0.5696,0.4815,1,59,150.0,0.1343,0.7961,0.2881,0.2428,0.3126,27.22,0.2812,1619.79,0.0537,24,39,22,25-34,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.1375,0
22743.51,0.3866,0.6463,2,45,286.74,0.8251,0.4657,0.5766,0.5206,0.6154,17.02,0.5709,4886.29,0.2148,19,24,19,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.8023,0
25408.78,0.686,0.4778,1,43,298.2,0.6162,0.6693,0.4452,0.4265,0.3913,23.58,0.421,4772.19,0.1878,33,46,30,<25,Non-Binary/Other,Low Income (<30k),Gig Worker / Delivery,0.476,1
66789.5,0.2697,0.7132,1,67,293.71,0.4865,0.8536,0.3588,0.3527,0.4209,24.4,0.3775,14276.61,0.2138,26,43,25,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.6251,1
15798.94,0.49,0.4716,1,46,150.0,0.7635,0.7188,0.531,0.5384,0.5402,18.09,0.5365,2875.3,0.182,37,50,32,50+,Male,Low Income (<30k),Student / First-time Earner,0.6709,0
29126.96,0.1982,0.8876,2,55,150.0,0.5667,0.99,0.6437,0.6611,0.5984,19.62,0.6344,9353.15,0.3211,18,34,18,<25,Female,Low Income (<30k),Salaried Entry-level,0.95,1
13111.53,0.2055,0.852,2,53,272.73,0.5994,0.8911,0.5894,0.5725,0.6361,15.3,0.5993,3254.37,0.2482,39,43,36,25-34,Non-Binary/Other,Low Income (<30k),Student / First-time Earner,0.9365,0
12000.0,0.4319,0.6699,1,52,516.27,0.4219,0.5586,0.5269,0.4944,0.5689,19.92,0.5301,2132.77,0.1777,17,19,15,<25,Male,Low Income (<30k),Student / First-time Earner,0.8149,1
72509.48,0.3882,0.6702,2,66,465.27,0.6984,0.8704,0.668,0.6967,0.6904,12.51,0.6851,17386.04,0.2398,66,71,60,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.9647,1
42657.36,0.7191,0.344,1,54,507.52,0.524,0.6063,0.4362,0.43,0.4153,22.39,0.4272,5173.62,0.1213,57,74,53,<25,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.2755,1
38636.85,0.6782,0.3155,1,52,418.5,0.7865,0.8435,0.3933,0.3984,0.4328,21.73,0.4082,3924.85,0.1016,9,25,8,<25,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.2648,1
13214.78,0.2575,0.8099,1,49,150.0,0.379,0.7226,0.5908,0.5582,0.6676,20.02,0.6055,2852.04,0.2158,21,29,17,35-49,Male,Low Income (<30k),Student / First-time Earner,0.8511,1
74076.78,0.3928,0.6134,3,54,536.96,0.8018,0.7597,0.5163,0.4876,0.5967,16.96,0.5335,15371.14,0.2075,36,50,32,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.829,1
54703.58,0.4756,0.4424,1,64,455.82,0.7383,0.6662,0.6149,0.5859,0.5892,15.78,0.5967,12832.11,0.2346,27,39,23,50+,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.6955,0
31839.14,0.4641,0.581,2,66,413.81,0.759,0.9203,0.6241,0.636,0.5827,15.77,0.6142,7731.69,0.2428,43,48,41,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.7988,1
50172.53,0.7034,0.5227,1,47,498.99,0.7159,0.8122,0.2984,0.2157,0.2471,32.2,0.2537,3236.32,0.0645,27,40,26,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.2574,1
30468.19,0.2251,0.8836,2,44,398.3,0.6503,0.3807,0.5306,0.5599,0.516,18.14,0.5355,7769.58,0.255,31,44,26,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.9352,1
51715.68,0.6331,0.4543,2,64,475.22,0.6777,0.8772,0.5393,0.5238,0.5559,19.76,0.5397,8626.35,0.1668,2,5,2,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.5397,0
19822.03,0.27,0.5691,1,41,150.0,0.6654,0.7783,0.4705,0.4944,0.5391,18.38,0.5013,3822.1,0.1928,24,32,20,35-49,Female,Low Income (<30k),Student / First-time Earner,0.8454,0
29563.26,0.3982,0.659,1,67,150.0,0.8095,0.507,0.6551,0.6926,0.6618,12.04,0.6698,6531.78,0.2209,14,24,12,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.8949,1
23583.11,0.5471,0.5028,2,49,305.22,0.5216,0.8024,0.5607,0.5897,0.6066,14.66,0.5856,3171.27,0.1345,36,42,35,25-34,Female,Low Income (<30k),Student / First-time Earner,0.6657,0
15812.39,0.2411,0.6608,3,46,289.23,0.8387,0.9334,0.4873,0.4768,0.3908,21.28,0.4516,3763.98,0.238,15,19,10,35-49,Female,Low Income (<30k),Gig Worker / Delivery,0.8692,1
15255.06,0.4946,0.4238,1,47,150.0,0.8149,0.7953,0.5627,0.5656,0.6506,16.34,0.593,4355.93,0.2855,20,30,17,50+,Male,Low Income (<30k),Student / First-time Earner,0.795,0
41806.07,0.5382,0.4023,1,43,763.98,0.5299,0.7115,0.4433,0.4484,0.4715,19.56,0.4544,8507.31,0.2035,17,29,13,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.4837,1
29540.84,0.3628,0.6429,1,58,196.97,0.3561,0.9322,0.6338,0.6624,0.652,12.91,0.6494,6906.18,0.2338,8,19,6,25-34,Female,Low Income (<30k),Salaried Entry-level,0.7958,1
40147.91,0.4508,0.6466,3,46,481.11,0.3168,0.8307,0.2711,0.2947,0.2607,25.6,0.2755,3546.35,0.0883,32,47,29,35-49,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.5567,0
48922.76,0.4237,0.5172,1,61,375.89,0.6218,0.6913,0.5543,0.5572,0.6067,15.8,0.5727,8377.54,0.1712,28,41,27,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8443,1
12000.0,0.3323,0.6385,1,54,259.3,0.6936,0.5074,0.5123,0.5445,0.4995,17.39,0.5188,2306.08,0.1922,5,15,3,25-34,Female,Low Income (<30k),Student / First-time Earner,0.6953,1
29824.12,0.6553,0.5373,1,60,180.25,0.7391,0.5445,0.6631,0.6319,0.5715,14.61,0.6222,5685.62,0.1906,38,49,35,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.6251,0
14104.43,0.452,0.6151,1,58,181.39,0.6219,0.7257,0.721,0.7385,0.7175,21.04,0.7257,4699.41,0.3332,7,23,4,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.8521,1
90191.43,0.6127,0.4907,1,77,333.92,0.6983,0.8279,0.4433,0.4322,0.4606,21.41,0.4454,8698.76,0.0964,20,23,15,<25,Female,Upper Middle (>80k),Freelancer / Creator,0.4265,1
47635.29,0.3486,0.8015,1,56,395.4,0.557,0.7588,0.6971,0.7481,0.6978,10.69,0.7143,14232.35,0.2988,16,33,14,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.9092,1
35402.37,0.3956,0.7098,2,45,221.33,0.7786,0.678,0.6613,0.6659,0.6431,14.08,0.6568,7647.01,0.216,9,14,4,35-49,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.8859,1
63882.19,0.3939,0.6649,1,58,723.64,0.6178,0.4856,0.7545,0.6821,0.6563,13.75,0.6977,18214.09,0.2851,31,40,29,<25,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9217,1
25210.79,0.6055,0.5158,1,49,448.84,0.4811,0.9252,0.5637,0.5638,0.5212,16.44,0.5496,3495.01,0.1386,15,30,14,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.6808,1
35239.22,0.5287,0.5032,2,51,224.63,0.5015,0.3526,0.4823,0.4893,0.5152,18.05,0.4956,7190.82,0.2041,20,36,17,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.5218,1
60956.9,0.2487,0.8698,3,61,568.43,0.6413,0.7516,0.5623,0.5838,0.6039,15.33,0.5834,13243.79,0.2173,16,33,12,50+,Male,Middle Income (30k-80k),Salaried Entry-level,0.9623,1
78161.83,0.7483,0.3999,2,64,466.38,0.3179,0.6944,0.3173,0.325,0.3391,24.51,0.3271,11740.51,0.1502,19,25,14,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.2961,1
30792.76,0.4249,0.7121,1,59,207.81,0.5695,0.7184,0.5227,0.4785,0.4929,18.77,0.4981,6740.0,0.2189,46,49,44,25-34,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.8692,1
61910.9,0.4733,0.7252,2,59,274.15,0.8486,0.9291,0.6584,0.6632,0.6817,13.97,0.6678,13622.4,0.22,12,28,11,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.827,1
56121.07,0.6403,0.4956,3,70,150.0,0.437,0.7502,0.5945,0.5214,0.5378,30.97,0.5512,16692.56,0.2974,8,25,7,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.4434,1
38689.69,0.2806,0.8236,2,53,388.4,0.8168,0.7192,0.5994,0.608,0.6678,16.98,0.6251,12077.56,0.3122,28,34,23,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.9188,1
151074.14,0.4996,0.5121,1,89,718.05,0.6568,0.8675,0.5722,0.5359,0.522,16.43,0.5434,30886.02,0.2044,16,29,15,35-49,Male,Upper Middle (>80k),Freelancer / Creator,0.6784,1
12088.76,0.43,0.6027,2,39,150.0,0.6525,0.846,0.6209,0.5938,0.6127,18.45,0.6091,1697.03,0.1404,34,39,30,35-49,Male,Low Income (<30k),Student / First-time Earner,0.8475,1
34566.96,0.2106,0.7952,1,52,257.16,0.8654,0.99,0.4526,0.5224,0.4395,23.79,0.4715,8150.51,0.2358,17,22,12,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.9478,1
37653.53,0.5757,0.5024,4,53,214.89,0.5036,0.9246,0.4474,0.4288,0.4341,20.23,0.4368,6562.35,0.1743,10,17,9,<25,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.5223,0
48380.76,0.597,0.5492,1,59,384.33,0.6752,0.8329,0.6425,0.6224,0.6654,13.06,0.6435,9611.36,0.1987,11,19,6,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.7059,0
48603.58,0.3558,0.8014,1,59,162.66,0.7199,0.9429,0.6375,0.6625,0.5999,15.75,0.6333,11415.76,0.2349,19,30,17,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.9386,1
21918.78,0.5792,0.4791,1,43,232.93,0.7003,0.5109,0.4947,0.4869,0.5439,17.93,0.5085,2540.16,0.1159,15,19,13,25-34,Male,Low Income (<30k),Student / First-time Earner,0.4886,1
16941.4,0.3499,0.8646,1,54,161.14,0.8396,0.8907,0.5865,0.5199,0.54,20.65,0.5488,2460.59,0.1452,26,42,26,25-34,Male,Low Income (<30k),Student / First-time Earner,0.8386,1
68066.36,0.5922,0.5709,2,80,392.33,0.5923,0.6426,0.6758,0.6639,0.7323,19.37,0.6907,15722.42,0.231,29,37,28,<25,Female,Middle Income (30k-80k),Freelancer / Creator,0.801,1
25900.83,0.3179,0.6749,2,47,150.0,0.8646,0.8295,0.6693,0.6547,0.7012,14.13,0.6751,6326.57,0.2443,20,28,16,<25,Female,Low Income (<30k),Freelancer / Creator,0.9347,1
63590.29,0.394,0.7055,1,66,426.62,0.833,0.8542,0.6867,0.693,0.5716,12.63,0.6505,12004.05,0.1888,21,26,19,35-49,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8777,1
31178.26,0.5224,0.4746,2,49,296.75,0.6949,0.6907,0.2774,0.3231,0.299,30.7,0.2998,5190.03,0.1665,14,29,10,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.4011,1
23470.55,0.7416,0.2702,1,48,257.01,0.4165,0.848,0.2764,0.2311,0.2123,27.94,0.2399,1138.03,0.0485,14,23,11,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.1513,1
58119.5,0.1708,0.8658,1,55,555.09,0.8043,0.6602,0.7468,0.7348,0.701,25.92,0.7275,16499.96,0.2839,16,25,16,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9703,1
48228.51,0.547,0.4392,1,66,150.0,0.3154,0.7869,0.3624,0.3803,0.3168,24.89,0.3532,10145.41,0.2104,30,47,26,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.3609,0
70381.61,0.4116,0.747,2,63,547.63,0.5326,0.7662,0.4466,0.4446,0.4458,22.62,0.4457,19572.56,0.2781,19,28,15,50+,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7671,1
69342.61,0.356,0.8369,1,52,487.62,0.5813,0.8289,0.6378,0.5807,0.6096,13.87,0.6094,13279.38,0.1915,7,13,6,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.6575,0
53958.57,0.2328,0.8245,2,54,486.96,0.7713,0.9021,0.5123,0.5433,0.5107,19.21,0.5221,15446.58,0.2863,2,4,1,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.9471,1
31644.5,0.4318,0.5078,1,40,399.09,0.8631,0.7439,0.5694,0.5145,0.4748,17.34,0.5195,6446.59,0.2037,27,37,26,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.5817,1
139394.5,0.5931,0.521,2,83,727.39,0.776,0.6017,0.7062,0.7226,0.6938,13.53,0.7075,33055.82,0.2371,5,21,1,<25,Female,Upper Middle (>80k),Informal MSME / Shopkeeper,0.8643,1
39791.05,0.3295,0.6261,2,62,190.19,0.3612,0.9795,0.4522,0.4269,0.4105,24.09,0.4299,10233.61,0.2572,21,34,18,<25,Female,Middle Income (30k-80k),Salaried Entry-level,0.8764,1
84611.04,0.259,0.7179,1,73,333.23,0.6335,0.8046,0.4691,0.4667,0.4619,20.15,0.4659,20918.19,0.2472,33,35,33,35-49,Male,Upper Middle (>80k),Freelancer / Creator,0.774,1
12653.72,0.7387,0.2867,1,55,150.0,0.4576,0.5585,0.4618,0.4564,0.4248,19.44,0.4476,1151.56,0.091,15,18,15,50+,Male,Low Income (<30k),Gig Worker / Delivery,0.2542,1
24844.74,0.4401,0.6847,1,55,150.0,0.8694,0.8071,0.7855,0.8157,0.8063,8.22,0.8025,9967.15,0.4012,37,54,34,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.9752,1
17357.77,0.2605,0.7057,1,50,150.0,0.5957,0.6754,0.6253,0.577,0.6237,16.25,0.6087,4286.51,0.247,15,17,12,35-49,Female,Low Income (<30k),Gig Worker / Delivery,0.9161,1
20776.76,0.4548,0.8014,1,50,150.0,0.6276,0.5856,0.6759,0.6127,0.6298,23.36,0.6395,5248.45,0.2526,30,37,27,35-49,Female,Low Income (<30k),Gig Worker / Delivery,0.7826,1
40851.32,0.3403,0.6814,2,62,194.58,0.4924,0.6645,0.5941,0.5826,0.5307,16.13,0.5691,7510.04,0.1838,24,32,24,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.7966,1
42165.72,0.525,0.5027,1,59,237.74,0.6542,0.7311,0.4897,0.4816,0.5457,19.81,0.5056,8742.65,0.2073,44,54,39,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.6449,0
39902.93,0.4809,0.5916,1,52,242.76,0.8601,0.8853,0.5459,0.4941,0.5098,27.03,0.5166,5231.84,0.1311,42,48,39,25-34,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.7302,1
74544.18,0.6156,0.3299,2,64,390.6,0.7651,0.9037,0.4345,0.4447,0.4101,21.94,0.4298,10328.2,0.1386,15,22,15,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.5855,0
36800.49,0.3725,0.5624,1,54,507.95,0.7528,0.5568,0.3999,0.3419,0.4388,21.64,0.3935,3275.11,0.089,42,49,40,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.6494,0
39360.01,0.884,0.2106,2,51,471.8,0.6399,0.5891,0.5278,0.459,0.4706,21.39,0.4858,7138.15,0.1814,27,29,22,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.2932,0
19745.35,0.3182,0.8133,1,45,150.0,0.2569,0.9035,0.5515,0.5125,0.4972,20.51,0.5204,4965.94,0.2515,14,22,11,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.6738,1
38054.33,0.4961,0.647,1,56,241.2,0.4767,0.7409,0.3793,0.3666,0.3921,22.73,0.3793,8248.88,0.2168,33,48,29,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.5399,1
52657.8,0.4771,0.6018,2,73,608.01,0.6565,0.5718,0.4889,0.4939,0.5039,21.16,0.4956,10491.96,0.1992,10,16,8,50+,Male,Middle Income (30k-80k),Freelancer / Creator,0.603,0
13511.76,0.3236,0.622,2,42,150.0,0.8604,0.9424,0.6358,0.5878,0.6326,13.79,0.6187,3945.98,0.292,16,18,16,35-49,Female,Low Income (<30k),Student / First-time Earner,0.9212,1
29547.07,0.4821,0.6072,1,61,312.15,0.2261,0.559,0.5328,0.5813,0.5422,18.21,0.5521,6069.57,0.2054,22,32,19,50+,Female,Low Income (<30k),Gig Worker / Delivery,0.4251,0
47835.9,0.5849,0.5931,1,53,354.36,0.2355,0.8551,0.4086,0.3678,0.3632,32.29,0.3799,5848.83,0.1223,41,46,40,35-49,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.252,0
12000.0,0.3424,0.6312,1,46,150.0,0.5544,0.7654,0.4359,0.4325,0.448,20.57,0.4388,3124.79,0.2604,35,49,30,25-34,Male,Low Income (<30k),Student / First-time Earner,0.7142,0
55294.12,0.6905,0.2538,2,67,287.06,0.5897,0.6183,0.422,0.4286,0.457,24.18,0.4358,7606.9,0.1376,25,36,24,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.3797,1
43470.87,0.4654,0.7475,3,51,551.86,0.449,0.8578,0.5594,0.5697,0.6085,16.36,0.5792,9122.1,0.2098,11,16,10,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.791,1
45317.95,0.4174,0.6926,4,45,351.11,0.698,0.6589,0.6308,0.7132,0.6282,20.44,0.6574,10614.36,0.2342,13,21,13,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.861,1
22670.22,0.3039,0.6525,1,43,437.88,0.7123,0.6742,0.7162,0.7897,0.7,11.06,0.7353,5711.03,0.2519,51,65,50,25-34,Female,Low Income (<30k),Salaried Entry-level,0.9706,1
58369.19,0.3883,0.6527,2,59,551.89,0.4193,0.8046,0.6321,0.6349,0.651,17.18,0.6393,16212.44,0.2778,10,12,7,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8248,0
31532.18,0.3433,0.6043,3,49,150.0,0.8599,0.885,0.6101,0.5396,0.6416,14.73,0.5971,7041.84,0.2233,24,28,24,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.9482,1
57556.48,0.2414,0.8546,1,62,321.41,0.5625,0.7581,0.5826,0.6309,0.6574,14.78,0.6236,19082.87,0.3316,25,35,22,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9722,1
55093.19,0.2215,0.877,1,56,440.21,0.8015,0.8399,0.7048,0.7269,0.6494,23.11,0.6937,11496.11,0.2087,8,15,4,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.9117,1
12000.0,0.1601,0.8625,3,61,150.0,0.6717,0.6453,0.6777,0.7514,0.7239,14.25,0.7177,4103.33,0.3419,21,34,20,50+,Non-Binary/Other,Low Income (<30k),Student / First-time Earner,0.9793,1
87438.26,0.4433,0.66,1,73,679.25,0.1815,0.8934,0.49,0.4269,0.4516,20.96,0.4562,14651.04,0.1676,18,28,15,<25,Male,Upper Middle (>80k),Informal MSME / Shopkeeper,0.4408,1
27002.78,0.2707,0.7831,2,44,325.22,0.9134,0.7471,0.8051,0.8791,0.8701,10.4,0.8514,10118.19,0.3747,37,42,36,25-34,Male,Low Income (<30k),Informal MSME / Shopkeeper,0.9851,1
100461.67,0.58,0.5326,1,73,584.51,0.2496,0.7052,0.5465,0.5148,0.4896,18.24,0.517,13881.64,0.1382,19,36,18,25-34,Female,Upper Middle (>80k),Informal MSME / Shopkeeper,0.3963,0
61912.22,0.3081,0.9529,2,55,713.93,0.8459,0.63,0.813,0.8606,0.874,6.82,0.8492,23613.09,0.3814,11,13,11,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.9895,1
29427.76,0.3773,0.7036,3,57,179.98,0.2937,0.8166,0.5928,0.6418,0.5575,15.78,0.5974,7174.35,0.2438,11,19,11,35-49,Male,Low Income (<30k),Salaried Entry-level,0.6524,1
20671.94,0.5842,0.5161,1,56,304.17,0.704,0.7062,0.3946,0.3767,0.4632,21.89,0.4115,3224.59,0.156,32,39,27,35-49,Female,Low Income (<30k),Gig Worker / Delivery,0.3807,0
23783.93,0.6294,0.4304,1,43,150.0,0.7678,0.613,0.4595,0.4733,0.4497,20.77,0.4608,3974.58,0.1671,28,43,28,<25,Female,Low Income (<30k),Salaried Entry-level,0.5182,0
55408.18,0.3292,0.7255,1,64,301.0,0.6676,0.637,0.6239,0.7054,0.6909,16.42,0.6734,17132.0,0.3092,21,32,16,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.8984,1
35751.81,0.2652,0.8687,1,47,428.41,0.4137,0.549,0.6192,0.6556,0.5621,14.7,0.6123,7071.93,0.1978,10,20,7,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.8322,1
34845.54,0.143,0.9686,2,46,254.36,0.7156,0.8219,0.7032,0.7764,0.6982,13.52,0.7259,12915.25,0.3706,29,44,25,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.9727,1
19209.41,0.597,0.4779,1,46,150.0,0.2987,0.8306,0.541,0.4557,0.4746,20.02,0.4904,3014.35,0.1569,17,25,14,50+,Female,Low Income (<30k),Gig Worker / Delivery,0.2407,0
110789.61,0.3578,0.7879,2,75,758.66,0.5492,0.797,0.7639,0.7969,0.8012,12.63,0.7873,38635.21,0.3487,15,21,14,35-49,Male,Upper Middle (>80k),Freelancer / Creator,0.947,1
28553.47,0.3741,0.8646,2,64,294.96,0.7794,0.9429,0.6686,0.6704,0.6499,12.05,0.663,6961.87,0.2438,33,44,32,35-49,Male,Low Income (<30k),Salaried Entry-level,0.9435,0
13473.2,0.3953,0.6062,1,55,150.0,0.676,0.6416,0.5424,0.5233,0.4483,19.44,0.5047,3866.01,0.2869,13,17,12,35-49,Female,Low Income (<30k),Student / First-time Earner,0.8424,1
28703.98,0.6712,0.4422,2,51,150.0,0.6649,0.9717,0.442,0.4741,0.5184,18.66,0.4782,3773.06,0.1314,22,31,19,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.5823,1
46190.6,0.6167,0.4152,2,67,463.99,0.6432,0.9166,0.6072,0.6055,0.5931,19.54,0.602,9624.44,0.2084,24,39,22,50+,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.779,0
32522.53,0.3164,0.7159,4,57,150.0,0.8396,0.8568,0.7281,0.7024,0.6305,11.16,0.687,8946.84,0.2751,20,33,19,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.9582,1
35268.96,0.596,0.58,3,59,566.17,0.4123,0.5523,0.2796,0.2701,0.2581,25.6,0.2693,3522.46,0.0999,18,33,18,35-49,Female,Middle Income (30k-80k),Salaried Entry-level,0.3191,1
67923.23,0.473,0.691,3,59,731.09,0.8013,0.6618,0.6133,0.6593,0.6484,16.55,0.6403,17904.49,0.2636,48,62,43,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9667,1
24242.99,0.3529,0.6242,2,54,439.71,0.8141,0.81,0.537,0.515,0.4782,17.82,0.5101,5726.43,0.2362,51,63,51,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.8967,1
70893.99,0.1883,0.7726,1,62,483.35,0.7181,0.885,0.6456,0.7215,0.6671,17.57,0.678,22147.6,0.3124,8,19,7,35-49,Non-Binary/Other,Middle Income (30k-80k),Salaried Entry-level,0.9559,1
30578.01,0.6037,0.5139,1,55,399.74,0.628,0.8584,0.3776,0.3683,0.3422,22.69,0.3627,6016.4,0.1968,11,28,8,<25,Female,Middle Income (30k-80k),Salaried Entry-level,0.3893,0
